Subject,Term,Definition
Mathematics,Inverse operation,"An **inverse operation** is an operation in arithmetic that undoes the effect of another operation. Multiplication and division are inverse operations, as are addition and subtraction."
Mathematics,Investigation,An **investigation** is an exploration of a situation or context.
Mathematics,Irrational number,"A number that cannot be expressed as a fraction in the form m/n, where m and n are integers and n is non-zero, is an **irrational number**. The decimal form of such numbers does not terminate, and is non-recurring, that is, there is no finite sequence of digits that repeats itself. For example, r = 0.12345678910111213 is part of the decimal expansion of an irrational real number. Numbers such as √(2) , the golden ratio φ*,* and π are examples of irrational numbers. See also: decimal."
Mathematics,Irregular polygon,"A polygon with not all sides or angles equal is an **irregular polygon**. See also: angle, polygon."
Mathematics,Irregular object,An object that has faces of varying shapes is an **irregular object**. Contrast with a regular object such as a cube. (See diagram in Mathematics Glossary document on VCAA website)
Mathematics,Irregular shape,A shape with sides of varying lengths is an **irregular shape**. Contrast with a regular shape such as a rhombus or equilateral triangle. (See diagram in Mathematics Glossary document on VCAA website)
Mathematics,Isometry,See: transformation.
Mathematics,Iteration,"The repetition of a process a specified number of times, or until a condition is satisfied, is the process of **iteration**. This may be achieved by using loops, for example. An example of iteration could be subtracting 4 from 27 6 times, or subtracting 4 from 27 until the result is less than 4. For the second example, a flow chart could illustrate this: (See diagram in Mathematics Glossary document on VCAA website) See also: flow chart."
Mathematics,Karnaugh map,"A **Karnaugh map** is a diagram consisting of a small number of non-overlapping (mutually exclusive) rectangles used to indicate the relationship between elements of a set and given properties or attributes. When 2 properties or attributes are involved, the corresponding Karnaugh map is also called a **two-way table**. Suppose a set of attribute blocks has several shapes (squares, circles, triangles and hexagons) of various colours (red, blue, yellow), size (small, large) and thickness (thin, thick). If we consider the properties *red* (colour) and *square* (shape), then any of the blocks from the set will satisfy *exactly one* of the following 4 combinations of these *2* properties: it is red and square; it is red and not square; it is not red and square; it is not red and not square. This can be represented diagrammatically using a Karnaugh map, where each attribute block is place in exactly one of the 4 regions as shown below: (See diagram in Mathematics Glossary document on VCAA website) Note that the properties of size and thickness are not represented in this diagram. Each of the shapes shown could be small or large, thick or thin. If, for example, a *third* property such as thickness (thin, thick) were to be considered then the previous Karnaugh map could be modified to have 8 regions as follows: (See diagram in Mathematics Glossary document on VCAA website)"
Mathematics,Kite,"A **kite** is a quadrilateral with 2 pairs of adjacent sides equal. (See diagram in Mathematics Glossary document on VCAA website) A kite may be convex (as shown in the diagram above left) or non-convex (as shown above right). The **axis** of each kite is shown. See also: adjacent, axis, polygon, reflection."
Mathematics,Line,"A **line** is a basic or undefined geometric object that is taken as a given. Intuitively, lines model what is perceived visually as straight. Lines have one dimension and extend indefinitely in the plane. They have the relation to points that any 2 distinct points lie on a unique line that is said to pass through and contain the 2 points. A ruler or straight edge is used to draw part of a line. See also: line segment, undefined term."
Mathematics,Line graphs,**Line graphs** are graphs that represent the changing relationship between 2 variables. They use lines to connect individual data points and are generally used to show how something changes over time. (See diagram in Mathematics Glossary document on VCAA website)
Mathematics,Line segment,"If *A* and *B* are 2 points on a line, the part of the line between and including *A* and *B* is called a **line segment** or **interval**. The **distance** *AB* is a measure of the size or length of *AB*. (See diagram in Mathematics Glossary document on VCAA website) Any point *A* on a line divides the line into 2 pieces called rays. The **ray** *AP* is that ray that contains the point *P* (and the point *A*). The point *A* is called the **vertex** of the ray and it lies on the ray. (See diagram in Mathematics Glossary document on VCAA website) See also: line, ray."
Mathematics,Line symmetry,"**Line symmetry** is a type of symmetry where if you were to fold the shape about this line it would map onto itself exactly, forming a mirror image. (See diagram in Mathematics Glossary document on VCAA website)"
