SubjectArea,Subject,Band,Unit,AreaofStudy,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSE,Outcome 1,English Students,"On completion of this unit the student should be able to analyse explicit and implicit ideas, concerns and values presented in a text, informed by vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Uses key evidence from a text to support ideas and analysis,"plan, construct and edit analytical writing that:",2,16
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSE,Outcome 1,English Students,"On completion of this unit the student should be able to analyse explicit and implicit ideas, concerns and values presented in a text, informed by vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Demonstrates understanding of purpose, audience and context","plan, construct and edit analytical writing that:",2,17
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSE,Outcome 1,English Students,"On completion of this unit the student should be able to analyse explicit and implicit ideas, concerns and values presented in a text, informed by vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Use the appropriate conventions of syntax, punctuation and spelling of Standard Australian English.",,1,18
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKE,Outcome 2,English Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Use of contention and supporting arguments including:,,1,1
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKE,Outcome 2,English Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Sequence and structure,,1,2
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKE,Outcome 2,English Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Supporting evidence,,1,3
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKE,Outcome 2,English Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Language,,1,4
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKE,Outcome 2,English Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Techniques and strategies,,1,5
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKE,Outcome 2,English Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,The role of visuals in supporting and augmenting argument,,1,6
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKE,Outcome 2,English Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,The ways authors employ arguments to position intended audiences,,1,7
